"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","HardwareVersion","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","CreateDate","SEVEnabled","BootDelayMillisecond","MigrationEncryption","MemoryHotAddEnabled","MemoryHotAddIncrement","MemoryHotAddLimit","CpuHotAddEnabled","CpuHotRemoveEnabled","ExtensionData","CustomFields","Id","Uid"
"LCFGIS29 ArcGIS Map Server_CDP","PoweredOff","Last backup: [6/10/2025 12:06:06 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFGIS29 ArcGIS Map Server_CDP:Microsoft Windows Server 2016 (64-bit)","10","2","49152","48","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/10000 MemShares:Normal/491520","v11","vmx-11","5032c69a-a2f5-65e7-650e-9ae0390fc430","windows9Server64Guest","151.03530010767281055450439453","299.89513985533267259597778320","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-211503","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-211503/"
"LC1PVM-GENFARE01 Legacy Garage Data System_CDP","PoweredOff","Last backup: [6/4/2025 3:02:49 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-GENFARE01 Legacy Garage Data System_CDP:","2","2","16384","16","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","v14","vmx-14","5032b75f-eeb6-2785-d0da-f9e1f125a521","windows9_64Guest","72.227799993008375167846679688","209.09192314464598894119262696","System.String[]","1/23/2024 6:39:55 PM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-271416","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-271416/"
"Accela Cloud Access_CDP","PoweredOff","Janet Kreft
Last backup: [6/9/2025 3:15:58 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","Accela Cloud Access_CDP:Microsoft Windows 10 (64-bit)","2","2","16384","16","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/163840","v14","vmx-14","50321f3f-b157-e20f-e98a-77fa231cb395","windows9_64Guest","56.645769549533724784851074219","193.50989205949008464813232422","System.String[]","12/6/2023 8:15:55 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-269895","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-269895/"
"PerfectLawSQL_CDP","PoweredOff","Last backup: [6/9/2025 2:59:52 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","PerfectLawSQL_CDP:Microsoft Windows Server 2016 (64-bit)","4","2","16384","16","HostSystem-host-20192","lc2psv-esxi6.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v14","vmx-14","5032237c-7efc-2827-1e5b-eef94e2fdd75","windows9Server64Guest","73.595979128964245319366455078","450.46114625688642263412475586","System.String[]","3/29/2022 1:25:25 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330790","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330790/"
"LCFIIS02 Non-Sharepoint Intranet Server_replica","PoweredOff","Enterprise
ITG Contact- Armando Negron
Last backup: [6/9/2025 12:04:47 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFIIS02 Non-Sharepoint Intranet Server_replica:Microsoft Windows Server 2008 (64-bit)","2","1","2048","2","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v11","vmx-11","503228f4-7ce6-ed74-9faf-97929791733c","winLonghorn64Guest","58.056878407485783100128173828","130.96098755486309528350830078","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-17912","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-17912/"
"LCFPHP01 Public Safety PHP Web Server_replica","PoweredOff","Last backup: [6/8/2025 3:32:15 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPHP01 Public Safety PHP Web Server_replica:Microsoft Windows Server 2016 (64-bit)","6","2","16384","16","HostSystem-host-20192","lc2psv-esxi6.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/6000 MemShares:Normal/163840","v11","vmx-11","50326f66-00d8-76b9-cdd0-81d42d3ef4e2","windows9Server64Guest","47.070372281596064567565917969","243.92233612667769193649291992","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-329992","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-329992/"
"LCFLSC01 Internal AMH Sorter Control Server_CDP","PoweredOff","JWS - 04-16-21 windows updates applied
Last backup: [6/10/2025 12:15:37 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFLSC01 Internal AMH Sorter Control Server_CDP:Microsoft Windows Server 2016 (64-bit)","4","1","8192","8","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v11","vmx-11","503246f1-a561-697d-9339-c210417d4607","windows9Server64Guest","52.605034966953098773956298828","161.47308688331395387649536133","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-269911","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-269911/"
"LCFPDXT03 Pdox Job Proc 1_replica","PoweredOff","Last backup: [6/9/2025 4:06:13 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFPDXT03 Pdox Job Proc 1_replica:Microsoft Windows Server 2016 (64-bit)","4","4","8192","8","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v11","vmx-11","50323d92-2a0a-2b5d-8512-61f747e25493","windows9Server64Guest","98.96898815501481294631958008","307.83605160843580961227416992","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-18417","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-18417/"
"CalabrioCore_replica","PoweredOff","Last backup: [6/9/2025 3:13:05 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","CalabrioCore_replica:Microsoft Windows Server 2016 (64-bit)","4","1","12288","12","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/122880","v14","vmx-14","50326215-034f-6912-41f0-47c6d103c086","windows9Server64Guest","27.056212120689451694488525391","219.92327139060944318771362305","System.String[]","1/26/2022 8:25:13 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330617","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330617/"
"LCFGENWTCH02 GenWatch DB Server_replica","PoweredOff","Last backup: [6/8/2025 4:46:33 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFGENWTCH02 GenWatch DB Server_replica:Microsoft Windows Server 2016 (64-bit)","4","1","12288","12","HostSystem-host-1583","lc2psv-esxi3.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/122880","v14","vmx-14","50320577-9a3c-9c31-e9ac-2d8b2fc52cee","windows9Server64Guest","155.53570518828928470611572266","828.4008130198344588279724121","System.String[]","1/12/2022 1:47:24 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330450","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330450/"
"LC1PVM-F5BIGIP2_replica","PoweredOff","BIG-IP Local Traffic Manager Virtual Edition
    Copyright 2009-2024 F5 Networks (http://www.f5.com)
    
    For support please visit http://support.f5.com
Last backup: [6/7/2025 3:02:40 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-F5BIGIP2_replica:Other 3.x Linux (64-bit)","2","1","8192","8","HostSystem-host-20192","lc2psv-esxi6.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v13","vmx-13","50324e75-4e60-9012-4045-43908470702e","other3xLinux64Guest","20.964051275514066219329833984","170.86784728337079286575317382","System.String[]","4/8/2025 3:20:57 PM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-315359","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-315359/"
"CAD-TE-INT_replica","PoweredOff","Windows Server 2016 Standard
Microsoft Updates - May 2018
Hexagon Wallpaper
                                                                                                                         Roles and Features
File and Storage Services - 2 of 12 = File Server, Storage Services
Web Server IIS - Used default selections
.NET Framework 3.5 Features 1 of 3 = .NET Framework 3.5
.NET Framework 4.6 Features 2 of 7 = .NET Framework 4.6, WCF/TCP Port Sharing
Background Intelligent Transfer Service (BITS) 1 of 2 = IIS Server Extension
Message Queuing 1 of 7 = Message Queuing Server
Remote Server Administration 1 of 12 = BITS Server Extension Tools, SNMP Tools
Windows Powershell 3 of 5 = 5.1, 2.0, ISE
Last backup: [7/10/2024 1:20:00 PM]; Veeam server: [Veeam]; Job: [LC1PVM Missing Tag Catch All Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","CAD-TE-INT_replica:Microsoft Windows 10 (64-bit)","8","2","32768","32","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/8000 MemShares:Normal/327680","v14","vmx-14","5032bff2-271d-a402-cb2a-947f7ac77c11","windows9_64Guest","196.59674106445163488388061523","629.45068231131881475448608398","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-329604","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-329604/"
"LCFVTS01 DOT VTScada Server_CDP","PoweredOff","Updated- 8-8-14
Last backup: [2/24/2025 3:05:05 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod  3am Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","LCFVTS01 DOT VTScada Server_CDP:","1","1","4096","4","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/40960","v11","vmx-11","503220a8-f3d5-beee-1795-b7084adea8fa","windows8Server64Guest","134.97594884224236011505126953","289.83810651581734418869018555","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-271429","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-271429/"
"LCFSQL28 (Server 2019 SQL Server)_CDP","PoweredOff","Last backup: [6/8/2025 3:06:06 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSQL28 (Server 2019 SQL Server)_CDP:Microsoft Windows Server 2016 (64-bit)","6","2","24576","24","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/6000 MemShares:Normal/245760","v14","vmx-14","5032cd11-a8c4-3602-8775-b7b13dce7e3e","windows9Server64Guest","411.60184437967836856842041016","1106.4709412371739745140075684","System.String[]","8/26/2021 4:13:02 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330783","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330783/"
"SQLSSISJobs_CDP","PoweredOff","Last backup: [6/8/2025 3:46:39 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","SQLSSISJobs_CDP:Microsoft Windows 10 (64-bit)","4","2","8192","8","HostSystem-host-2254","lc2psv-esxi1.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v11","vmx-11","50327814-7f65-220f-2181-0ab03644d22f","windows9_64Guest","53.918240224011242389678955078","182.78437111340463161468505860","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-330789","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-330789/"
"LCFSPS04 SharePoint Central Admin Node 1 Server_CDP","PoweredOff","Enterprise
ITG Contact- Armando Negron
Last backup: [6/10/2025 12:12:22 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSPS04 SharePoint Central Admin Node 1 Server_CDP:Microsoft Windows Server 2012 (64-bit)","4","2","16384","16","HostSystem-host-1578","lc2psv-esxi2.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/163840","v11","vmx-11","50320c93-e11c-4256-7a1f-2d717178c2c8","windows8Server64Guest","166.57475013379007577896118164","363.42280163709074258804321289","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-273037","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-273037/"
"LCFSCCMWSUS01 SCCM WSUS Hosting Server_replica","PoweredOff","Last backup: [6/9/2025 12:44:03 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LCFSCCMWSUS01 SCCM WSUS Hosting Server_replica:Microsoft Windows Server 2016 (64-bit)","4","1","8192","8","HostSystem-host-8714","lc2psv-esxi4.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v11","vmx-11","50329435-b93f-7713-50cd-95e7f2b034fa","windows9Server64Guest","75.512992938980460166931152344","484.36005629785358905792236328","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-279770","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-279770/"
"LC1PVM-NTP_replica","PoweredOff","Last backup: [6/9/2025 1:04:21 AM]; Veeam server: [LC2PVM-VEEAM]; Job: [Prod 12 am Backup]; Repository: [veeamproxy01.lee-county-fl.gov]","LC1PVM-NTP_replica:Microsoft Windows Server 2016 (64-bit)","3","1","8192","8","HostSystem-host-8716","lc2psv-esxi5.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/3000 MemShares:Normal/81920","Unknown","vmx-21","5032aec4-ff59-3b2e-55a3-0a1a48acd7f3","windows9Server64Guest","41.356676055118441581726074219","129.62854071613401174545288086","System.String[]","4/11/2025 12:37:24 PM","False","0","Opportunistic","True",,,"True","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-319245","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-319245/"
"LCFSQL12 Standalone SQL Server_replica","PoweredOff","Last backup: [3/9/2025 10:07:01 PM]; Veeam server: [LC2PVM-VEEAM]; Job: [EOC Catch All Backup]; Repository: [veeamproxy02.lee-county-fl.gov]","LCFSQL12 Standalone SQL Server_replica:Microsoft Windows Server 2012 (64-bit)","6","3","24576","24","HostSystem-host-20198","lc2psv-esxi7.lee-county-fl.gov",,"Folder-group-v1007","vm","ResourcePool-resgroup-1592","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/6000 MemShares:Normal/245760","v11","vmx-11","50323451-5883-6a4c-dbbb-34cebd39829d","windows8Server64Guest","467.39482355769723653793334961","1202.2638690834864974021911621","System.String[]","1/1/1970 12:00:00 AM","False","0","Opportunistic","False",,,"False","False","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-15058","/VIServer=lee-county-fl\its-20455@lc1pvm-vcenter.lee-county-fl.gov:443/VirtualMachine=VirtualMachine-vm-15058/"
